area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_per_squrt
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,67.5,2,5417.34,5417.34
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,67.5,2,5417.34,5417.34
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2,1,70.0,2,4985.75,4985.75
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,65.0,2,5216.69,5216.69
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1246.0,2,1,67.4,2,5409.31,5409.31
Built-up  Area,20-Dec,Whitefield,3 BHK,1610.0,3,2,81.0,3,5031.06,5031.06
Super built-up  Area,20-Sep,Whitefield,2 BHK,1459.0,2,1,94.82,2,6498.97,6498.97
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1280.0,2,2,75.0,2,5859.38,5859.38
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1910.0,3,2,161.0,3,8429.32,8429.32
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3252.0,4,1,230.0,4,7072.57,7072.57
Plot  Area,Ready To Move,Whitefield,4 Bedroom,11890.0,4,3,700.0,4,5887.3,5887.3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1150.0,2,1,70.0,2,6086.96,6086.96
Built-up  Area,20-Dec,Whitefield,3 BHK,1768.0,3,2,101.0,3,5712.67,5712.67
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,4144.0,4,3,315.0,4,7601.35,7601.35
Super built-up  Area,Ready To Move,Whitefield,4 BHK,4104.0,4,2,360.0,4,8771.93,8771.93
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1790.0,3,1,100.0,3,5586.59,5586.59
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1720.0,3,3,100.0,3,5813.95,5813.95
Super built-up  Area,18-Sep,Whitefield,3 BHK,1640.0,4,2,91.0,3,5548.78,5548.78
Super built-up  Area,18-Dec,Whitefield,3 BHK,2280.0,4,2,126.0,3,5526.32,5526.32
Built-up  Area,18-Feb,Whitefield,3 BHK,1897.0,3,2,130.0,3,6852.93,6852.93
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2225.0,2,1,125.0,3,5617.98,5617.98
Super built-up  Area,Ready To Move,Whitefield,4 Bedroom,4348.5,4,1,304.0,4,6990.92,6990.92
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2268.0,3,2,163.0,4,7186.95,7186.95
Plot  Area,Ready To Move,Whitefield,4 Bedroom,2400.0,4,3,200.0,4,8333.33,8333.33
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1360.0,2,1,95.0,2,6985.29,6985.29
Super built-up  Area,18-Dec,Whitefield,3 BHK,1697.0,3,2,94.79,3,5585.74,5585.74
Plot  Area,Ready To Move,Whitefield,4 Bedroom,5000.0,4,3,400.0,4,8000.0,8000.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,3000.0,5,3,250.0,4,8333.33,8333.33
Built-up  Area,Ready To Move,Whitefield,3 BHK,1700.0,3,2,115.0,3,6764.71,6764.71
Built-up  Area,18-Jan,Whitefield,3 Bedroom,2842.0,3,2,162.0,3,5700.21,5700.21
Plot  Area,18-May,Whitefield,3 Bedroom,1500.0,3,1,130.0,3,8666.67,8666.67
Super built-up  Area,18-Oct,Whitefield,2 BHK,1280.0,2,1,75.0,2,5859.38,5859.38
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1405.0,2,1,78.0,3,5551.6,5551.6
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2225.0,3,3,115.0,3,5168.54,5168.54
Super built-up  Area,21-Mar,Whitefield,2 BHK,1272.0,2,1,95.05,2,7472.48,7472.48
Built-up  Area,18-Dec,Whitefield,2 BHK,1192.0,2,1,71.0,2,5956.38,5956.38
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1626.0,3,3,89.0,3,5473.55,5473.55
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1585.0,3,2,88.0,3,5552.05,5552.05
Super built-up  Area,21-Dec,Whitefield,1 BHK,665.0,1,1,28.585,1,4298.5,4298.5
Built-up  Area,Ready To Move,Whitefield,2 BHK,1280.0,2,0,85.0,2,6640.62,6640.62
Plot  Area,18-Dec,Whitefield,3 Bedroom,1200.0,3,2,68.5,3,5708.33,5708.33
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4000.0,4,2,330.0,4,8250.0,8250.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1697.0,3,2,108.0,3,6364.17,6364.17
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3606.0,4,2,312.0,4,8652.25,8652.25
Super built-up  Area,19-Dec,Whitefield,2 BHK,1485.0,2,1,90.0,2,6060.61,6060.61
Super built-up  Area,18-Apr,Whitefield,1 BHK,950.0,1,1,50.0,1,5263.16,5263.16
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3584.0,4,1,199.0,4,5552.46,5552.46
Super built-up  Area,Ready To Move,Whitefield,1 BHK,825.0,1,1,45.0,1,5454.55,5454.55
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1635.0,2,2,85.0,3,5198.78,5198.78
Super built-up  Area,18-May,Whitefield,2 BHK,1216.0,2,1,79.0,2,6496.71,6496.71
Super built-up  Area,Ready To Move,Whitefield,2 BHK,920.0,2,1,63.0,2,6847.83,6847.83
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1170.0,2,1,71.0,2,6068.38,6068.38
Super built-up  Area,18-Apr,Whitefield,2 BHK,1118.0,2,1,75.0,2,6708.41,6708.41
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1800.0,3,1,110.0,3,6111.11,6111.11
Super built-up  Area,20-Dec,Whitefield,3 BHK,1562.0,3,2,103.0,3,6594.11,6594.11
Super built-up  Area,18-Dec,Whitefield,3 BHK,2321.0,4,1,128.0,3,5514.86,5514.86
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1320.0,2,1,95.0,2,7196.97,7196.97
Plot  Area,Ready To Move,Whitefield,3 Bedroom,3010.0,3,2,200.0,3,6644.52,6644.52
Super built-up  Area,18-Apr,Whitefield,2 BHK,1346.0,2,1,96.17,2,7144.87,7144.87
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2500.0,4,3,155.0,4,6200.0,6200.0
Built-up  Area,18-Jun,Whitefield,1 BHK,905.0,1,1,55.0,1,6077.35,6077.35
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2268.0,3,0,146.0,4,6437.39,6437.39
Super built-up  Area,19-Dec,Whitefield,1 BHK,630.5,1,0,32.79,1,5200.63,5200.63
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3537.0,5,3,210.0,4,5937.23,5937.23
Super built-up  Area,18-Dec,Whitefield,3 BHK,1697.0,3,2,115.0,3,6776.66,6776.66
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,3250.0,5,0,290.0,5,8923.08,8923.08
Super built-up  Area,20-Dec,Whitefield,2 BHK,1269.0,2,1,75.0,2,5910.17,5910.17
Plot  Area,Ready To Move,Whitefield,5 Bedroom,3227.0,5,0,250.0,5,7747.13,7747.13
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1545.0,3,2,79.0,3,5113.27,5113.27
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3262.0,4,2,260.0,4,7970.57,7970.57
Super built-up  Area,21-Dec,Whitefield,2 BHK,1132.0,2,1,79.28,2,7003.53,7003.53
Super built-up  Area,18-Oct,Whitefield,4 BHK,2830.0,5,2,160.0,4,5653.71,5653.71
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1195.0,2,1,70.0,2,5857.74,5857.74
Super built-up  Area,18-Feb,Whitefield,3 BHK,3480.0,4,1,284.0,3,8160.92,8160.92
Super built-up  Area,19-Dec,Whitefield,1 BHK,709.0,1,0,34.385,1,4849.79,4849.79
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1320.0,2,3,79.5,2,6022.73,6022.73
Super built-up  Area,20-Dec,Whitefield,2 BHK,750.0,2,1,52.7,2,7026.67,7026.67
Plot  Area,18-Jul,Whitefield,3 Bedroom,1200.0,3,1,61.96,3,5163.33,5163.33
Super built-up  Area,18-Dec,Whitefield,3 BHK,2094.0,3,1,113.19,3,5405.44,5405.44
Plot  Area,Ready To Move,Whitefield,4 Bedroom,3445.0,5,3,270.0,4,7837.45,7837.45
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1700.0,3,1,140.0,3,8235.29,8235.29
Built-up  Area,18-Jun,Whitefield,4 Bedroom,4827.0,4,3,400.0,4,8286.72,8286.72
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1405.0,2,2,84.5,2,6014.23,6014.23
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3252.0,4,3,280.0,4,8610.09,8610.09
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1150.0,2,2,90.0,2,7826.09,7826.09
Built-up  Area,20-Dec,Whitefield,4 BHK,2400.0,4,3,147.0,4,6125.0,6125.0
Built-up  Area,18-Dec,Whitefield,1 BHK,624.0,1,1,35.0,1,5608.97,5608.97
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1700.0,3,2,95.0,3,5588.24,5588.24
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4960.0,4,3,400.0,4,8064.52,8064.52
Built-up  Area,18-Feb,Whitefield,4 BHK,2928.0,4,3,198.0,4,6762.3,6762.3
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1216.0,2,1,84.0,2,6907.89,6907.89
Super built-up  Area,19-Sep,Whitefield,4 BHK,2882.0,5,1,204.0,4,7078.42,7078.42
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1840.0,3,2,140.0,3,7608.7,7608.7
Super built-up  Area,20-Nov,Whitefield,3 BHK,1778.0,3,2,122.0,3,6861.64,6861.64
Super built-up  Area,Ready To Move,Whitefield,1 BHK,650.0,1,1,25.0,1,3846.15,3846.15
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2155.0,3,3,125.0,4,5800.46,5800.46
Built-up  Area,17-Jun,Whitefield,1 RK,905.0,1,1,52.0,1,5745.86,5745.86
Super built-up  Area,18-Dec,Whitefield,2 BHK,1216.0,2,1,75.0,2,6167.76,6167.76
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1255.0,2,3,77.0,2,6135.46,6135.46
Super built-up  Area,18-May,Whitefield,2 BHK,1216.0,2,1,73.0,2,6003.29,6003.29
Super built-up  Area,19-Dec,Whitefield,1 BHK,709.0,1,0,34.735,1,4899.15,4899.15
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1745.0,3,3,100.0,3,5730.66,5730.66
Built-up  Area,18-Apr,Whitefield,4 BHK,3200.0,4,3,224.0,4,7000.0,7000.0
Super built-up  Area,Ready To Move,Whitefield,1 BHK,825.0,1,1,44.9,1,5442.42,5442.42
Super built-up  Area,19-Jun,Whitefield,3 BHK,1870.0,3,2,138.0,3,7379.68,7379.68
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1862.0,3,2,125.0,3,6713.21,6713.21
Super built-up  Area,18-Dec,Whitefield,3 BHK,1655.0,3,1,113.0,3,6827.79,6827.79
Super built-up  Area,Ready To Move,Whitefield,1 BHK,530.0,1,1,29.44,1,5554.72,5554.72
Super built-up  Area,18-Apr,Whitefield,1 BHK,905.0,1,1,50.0,1,5524.86,5524.86
Super built-up  Area,18-Dec,Whitefield,3 BHK,1600.0,3,2,82.0,3,5125.0,5125.0
Plot  Area,18-Aug,Whitefield,4 Bedroom,1230.0,4,2,80.0,4,6504.07,6504.07
Super built-up  Area,19-Dec,Whitefield,1 BHK,630.5,1,0,32.15,1,5099.13,5099.13
Built-up  Area,18-Mar,Whitefield,1 BHK,905.0,1,1,52.0,1,5745.86,5745.86
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1216.0,2,1,83.0,2,6825.66,6825.66
Super built-up  Area,Ready To Move,Whitefield,4 BHK,4075.0,5,3,226.0,4,5546.01,5546.01
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1216.0,2,1,75.0,2,6167.76,6167.76
Super built-up  Area,18-Dec,Whitefield,4 BHK,2856.0,5,0,158.5,4,5549.72,5549.72
Super built-up  Area,19-Dec,Whitefield,1 BHK,750.0,1,1,51.0,1,6800.0,6800.0
Super built-up  Area,19-Dec,Whitefield,2 BHK,1173.0,2,1,77.0,2,6564.36,6564.36
Plot  Area,18-Dec,Whitefield,3 Bedroom,1200.0,3,1,68.4,3,5700.0,5700.0
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,3425.0,5,2,250.0,4,7299.27,7299.27
Super built-up  Area,19-Dec,Whitefield,3 BHK,2173.0,3,2,128.0,3,5890.47,5890.47
Super built-up  Area,18-Dec,Whitefield,1 BHK,905.0,1,1,62.0,1,6850.83,6850.83
Super built-up  Area,19-Jun,Whitefield,3 BHK,1870.0,3,2,138.0,3,7379.68,7379.68
Super built-up  Area,18-Feb,Whitefield,2 BHK,1320.0,2,1,99.26,2,7519.7,7519.7
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2901.0,4,2,190.0,3,6549.47,6549.47
Super built-up  Area,20-Sep,Whitefield,2 BHK,1485.0,2,1,96.51,2,6498.99,6498.99
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1755.0,3,3,101.0,3,5754.99,5754.99
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2225.0,3,1,149.0,3,6696.63,6696.63
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1250.0,2,2,82.0,2,6560.0,6560.0
Super built-up  Area,Ready To Move,Whitefield,1 BHK,605.0,1,1,40.0,1,6611.57,6611.57
Built-up  Area,18-Apr,Whitefield,3 BHK,2210.0,3,2,156.0,3,7058.82,7058.82
Super built-up  Area,20-Dec,Whitefield,2 BHK,1173.0,2,1,78.2,2,6666.67,6666.67
Super built-up  Area,18-Feb,Whitefield,3 BHK,1740.0,4,3,130.0,3,7471.26,7471.26
Super built-up  Area,18-Dec,Whitefield,2 BHK,1216.0,2,1,75.0,2,6167.76,6167.76
Super built-up  Area,18-Mar,Whitefield,3 BHK,1655.0,3,3,120.0,3,7250.76,7250.76
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1180.0,2,2,70.0,2,5932.2,5932.2
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2023.0,4,2,130.0,3,6426.1,6426.1
Super built-up  Area,18-Dec,Whitefield,3 BHK,2134.0,4,2,118.0,3,5529.52,5529.52
Super built-up  Area,18-Jul,Whitefield,1 BHK,905.0,1,1,60.0,1,6629.83,6629.83
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1452.0,3,1,90.0,3,6198.35,6198.35
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,2850.0,5,0,240.0,4,8421.05,8421.05
Super built-up  Area,18-Dec,Whitefield,4 BHK,2830.0,5,3,190.0,4,6713.78,6713.78
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1295.0,2,3,78.5,2,6061.78,6061.78
Super built-up  Area,20-Dec,Whitefield,1 BHK,840.0,1,1,57.6,1,6857.14,6857.14
Super built-up  Area,20-Dec,Whitefield,1 BHK,640.0,1,0,19.83,1,3098.44,3098.44
Built-up  Area,18-Dec,Whitefield,3 BHK,1991.0,3,2,104.0,3,5223.51,5223.51
Built-up  Area,18-Jun,Whitefield,3 BHK,1655.0,3,2,97.0,3,5861.03,5861.03
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1850.0,3,2,150.0,3,8108.11,8108.11
Plot  Area,18-Sep,Whitefield,3 Bedroom,1200.0,3,1,67.77,3,5647.5,5647.5
Built-up  Area,Ready To Move,Whitefield,2 BHK,1290.0,2,0,90.0,2,6976.74,6976.74
Super built-up  Area,18-Apr,Whitefield,2 BHK,1216.0,2,1,75.0,2,6167.76,6167.76
Super built-up  Area,21-Dec,Whitefield,2 BHK,1356.0,2,1,94.84,2,6994.1,6994.1
Super built-up  Area,20-Dec,Whitefield,2 BHK,1338.0,2,1,103.0,2,7698.06,7698.06
Plot  Area,Ready To Move,Whitefield,3 Bedroom,3450.0,4,2,208.0,3,6028.99,6028.99
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1267.0,2,1,90.33,2,7129.44,7129.44
Plot  Area,18-Nov,Whitefield,4 Bedroom,2400.0,4,1,143.0,4,5958.33,5958.33
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1836.0,3,2,125.0,3,6808.28,6808.28
Super built-up  Area,19-Dec,Whitefield,3 BHK,3596.0,3,1,200.0,3,5561.74,5561.74
Built-up  Area,Ready To Move,Whitefield,3 BHK,1275.0,2,3,65.0,3,5098.04,5098.04
Super built-up  Area,19-Mar,Whitefield,2 BHK,1216.0,2,1,82.0,2,6743.42,6743.42
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1495.0,3,3,88.0,2,5886.29,5886.29
Super built-up  Area,20-Dec,Whitefield,3 BHK,1564.0,3,1,103.0,3,6585.68,6585.68
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1585.0,3,1,84.0,3,5299.68,5299.68
Built-up  Area,18-Dec,Whitefield,3 BHK,1558.0,3,2,90.0,3,5776.64,5776.64
Super built-up  Area,18-Dec,Whitefield,2 BHK,1216.0,2,1,75.0,2,6167.76,6167.76
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1704.0,3,1,120.0,3,7042.25,7042.25
Super built-up  Area,19-Oct,Whitefield,2 BHK,1256.0,2,1,73.0,2,5812.1,5812.1
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1300.0,2,2,78.0,2,6000.0,6000.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1570.0,3,3,88.0,3,5605.1,5605.1
Super built-up  Area,18-Dec,Whitefield,2 BHK,1216.0,2,1,84.03,2,6910.36,6910.36
Super built-up  Area,18-Mar,Whitefield,2 BHK,1216.0,2,1,72.5,2,5962.17,5962.17
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2025.0,4,2,115.0,3,5679.01,5679.01
Super built-up  Area,18-Dec,Whitefield,3 BHK,1346.0,2,1,100.0,3,7429.42,7429.42
Plot  Area,Ready To Move,Whitefield,4 Bedroom,2990.0,3,2,198.0,4,6622.07,6622.07
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1720.0,3,3,98.97,3,5754.07,5754.07
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1600.0,3,2,95.0,3,5937.5,5937.5
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1655.0,3,1,108.0,3,6525.68,6525.68
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1740.0,3,2,95.0,3,5459.77,5459.77
Super built-up  Area,19-Dec,Whitefield,2 BHK,1350.0,2,1,88.0,2,6518.52,6518.52
Super built-up  Area,19-Mar,Whitefield,2 BHK,1216.0,2,1,80.0,2,6578.95,6578.95
Plot  Area,Ready To Move,Whitefield,4 Bedroom,2900.0,4,3,225.0,4,7758.62,7758.62
Super built-up  Area,18-Feb,Whitefield,2 BHK,1340.0,2,1,101.0,2,7537.31,7537.31
Plot  Area,18-Aug,Whitefield,3 Bedroom,1500.0,3,1,78.57,3,5238.0,5238.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1626.0,3,3,85.0,3,5227.55,5227.55
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1100.0,2,2,65.0,2,5909.09,5909.09
Built-up  Area,Ready To Move,Whitefield,3 BHK,1270.0,2,2,65.0,3,5118.11,5118.11
Built-up  Area,18-Jun,Whitefield,3 Bedroom,3117.0,3,2,261.0,3,8373.44,8373.44
Super built-up  Area,18-May,Whitefield,2 BHK,1216.0,2,1,73.0,2,6003.29,6003.29
Built-up  Area,18-Apr,Whitefield,3 Bedroom,3150.0,3,1,290.0,3,9206.35,9206.35
Super built-up  Area,18-Dec,Whitefield,4 BHK,2956.0,5,1,234.0,4,7916.1,7916.1
Super built-up  Area,Ready To Move,Whitefield,3 BHK,2247.0,3,1,145.0,3,6453.05,6453.05
Plot  Area,Ready To Move,Whitefield,4 Bedroom,3940.0,5,3,265.0,4,6725.89,6725.89
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1160.0,2,1,67.0,2,5775.86,5775.86
Super built-up  Area,19-Dec,Whitefield,2 BHK,1180.0,2,1,77.0,2,6525.42,6525.42
Super built-up  Area,20-Sep,Whitefield,3 BHK,2140.0,3,2,139.0,3,6495.33,6495.33
Super built-up  Area,18-Aug,Whitefield,2 BHK,1314.0,2,1,84.0,2,6392.69,6392.69
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1431.0,3,2,85.0,3,5939.9,5939.9
Super built-up  Area,19-Dec,Whitefield,1 BHK,524.0,1,1,29.0,1,5534.35,5534.35
Built-up  Area,18-Jun,Whitefield,4 BHK,2830.0,4,3,161.0,4,5689.05,5689.05
Super built-up  Area,Ready To Move,Whitefield,4 BHK,2135.0,3,2,149.0,4,6978.92,6978.92
Super built-up  Area,Ready To Move,Whitefield,4 BHK,3075.0,2,3,188.0,4,6113.82,6113.82
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1760.0,3,2,160.0,3,9090.91,9090.91
Super built-up  Area,18-Jul,Whitefield,3 BHK,1655.0,3,2,110.0,3,6646.53,6646.53
Super built-up  Area,19-Dec,Whitefield,1 BHK,840.0,1,1,57.0,1,6785.71,6785.71
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1725.0,3,2,106.0,3,6144.93,6144.93
Super built-up  Area,Ready To Move,Whitefield,1 BHK,516.0,1,1,39.0,1,7558.14,7558.14
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,6000.0,4,1,410.0,4,6833.33,6833.33
Super built-up  Area,18-Dec,Whitefield,3 BHK,1639.0,3,2,107.0,3,6528.37,6528.37
Built-up  Area,20-Dec,Whitefield,3 BHK,1820.0,3,2,113.0,3,6208.79,6208.79
Built-up  Area,19-Oct,Whitefield,4 Bedroom,3565.0,4,0,218.0,4,6115.01,6115.01
Super built-up  Area,18-Feb,Whitefield,4 BHK,3410.0,5,3,253.0,4,7419.35,7419.35
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4500.0,4,1,330.0,4,7333.33,7333.33
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1250.0,2,2,85.0,2,6800.0,6800.0
Super built-up  Area,18-Jun,Whitefield,2 BHK,1277.0,2,1,77.0,2,6029.76,6029.76
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1820.0,3,2,140.0,3,7692.31,7692.31
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,3453.0,4,2,247.0,4,7153.2,7153.2
Super built-up  Area,18-Oct,Whitefield,3 BHK,2280.0,4,2,125.0,3,5482.46,5482.46
Super built-up  Area,18-Dec,Whitefield,4 BHK,2882.0,5,1,200.0,4,6939.63,6939.63
Super built-up  Area,19-Sep,Whitefield,3 BHK,1639.5,3,0,92.63,3,5649.89,5649.89
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1190.0,2,1,70.0,2,5882.35,5882.35
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1270.0,2,1,94.0,2,7401.57,7401.57
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1220.0,2,1,89.0,2,7295.08,7295.08
Super built-up  Area,19-Jan,Whitefield,3 BHK,3758.0,3,1,300.0,3,7982.97,7982.97
Built-up  Area,18-Jun,Whitefield,2 BHK,1216.0,2,1,72.0,2,5921.05,5921.05
Plot  Area,Ready To Move,Whitefield,4 Bedroom,5400.0,5,3,475.0,4,8796.3,8796.3
Super built-up  Area,18-Apr,Whitefield,3 BHK,1396.0,3,1,74.0,3,5300.86,5300.86
Built-up  Area,Ready To Move,Whitefield,3 BHK,1615.0,3,0,96.9,3,6000.0,6000.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1200.0,2,3,70.0,2,5833.33,5833.33
Super built-up  Area,18-Dec,Whitefield,2 BHK,1216.0,2,1,75.0,2,6167.76,6167.76
Super built-up  Area,18-Dec,Whitefield,3 BHK,2321.0,4,1,157.0,3,6764.33,6764.33
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1224.0,2,2,75.0,2,6127.45,6127.45
Super built-up  Area,19-Mar,Whitefield,3 BHK,1655.0,3,2,113.0,3,6827.79,6827.79
Built-up  Area,Ready To Move,Whitefield,5 Bedroom,4144.0,5,1,331.0,5,7987.45,7987.45
Plot  Area,18-Dec,Whitefield,3 Bedroom,1200.0,3,2,67.75,3,5645.83,5645.83
Built-up  Area,Ready To Move,Whitefield,4 BHK,2444.0,4,1,145.0,4,5932.9,5932.9
Built-up  Area,Ready To Move,Whitefield,2 BHK,1270.0,2,1,110.0,2,8661.42,8661.42
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1660.0,3,1,110.0,3,6626.51,6626.51
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1270.0,2,1,105.0,2,8267.72,8267.72
Super built-up  Area,20-Dec,Whitefield,2 BHK,1173.0,2,1,78.2,2,6666.67,6666.67
Super built-up  Area,Ready To Move,Whitefield,2 BHK,1362.0,2,3,85.0,2,6240.82,6240.82
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1457.0,2,2,105.0,3,7206.59,7206.59
Super built-up  Area,18-Feb,Whitefield,3 BHK,1720.0,3,2,128.0,3,7441.86,7441.86
Super built-up  Area,19-Dec,Whitefield,3 BHK,1564.0,3,1,103.0,3,6585.68,6585.68
Super built-up  Area,18-Dec,Whitefield,3 BHK,1639.0,3,2,107.0,3,6528.37,6528.37
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1760.0,3,2,139.0,3,7897.73,7897.73
Super built-up  Area,18-Dec,Whitefield,1 BHK,613.0,1,1,48.0,1,7830.34,7830.34
Super built-up  Area,Ready To Move,Whitefield,3 BHK,1730.0,3,2,125.0,3,7225.43,7225.43
Super built-up  Area,19-Dec,Whitefield,1 BHK,877.0,1,1,59.0,1,6727.48,6727.48
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1464.0,2,3,105.0,3,7172.13,7172.13
Super built-up  Area,16-Dec,Yelachenahalli,2 BHK,2400.0,1,1,150.0,2,6250.0,6250.0
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1700.0,3,2,130.0,3,7647.06,7647.06
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1080.0,2,2,55.0,2,5092.59,5092.59
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1400.0,2,3,78.0,2,5571.43,5571.43
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1330.0,3,3,73.5,3,5526.32,5526.32
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,800.0,1,1,30.0,2,3750.0,3750.0
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1100.0,2,2,60.0,2,5454.55,5454.55
Super built-up  Area,Ready To Move,Yelachenahalli,3 BHK,1365.0,2,1,72.0,3,5274.73,5274.73
Built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1103.0,2,2,55.0,2,4986.4,4986.4
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,1000.0,2,2,50.0,2,5000.0,5000.0
Super built-up  Area,19-Mar,Yelahanka,2 BHK,1326.0,2,2,78.0,2,5882.35,5882.35
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1705.0,3,2,95.0,3,5571.85,5571.85
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1234.0,2,2,80.0,2,6482.98,6482.98
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1315.0,2,2,85.0,2,6463.88,6463.88
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,1170.0,2,1,62.5,2,5341.88,5341.88
