,area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_squrt
10572,Super built-up  Area,18-Apr,Bhoganhalli,3 BHK,1718.0,3.0,2.0,90.2,3,5250.291036088475
10573,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,1075.0,2.0,1.0,32.0,3,2976.7441860465115
10574,Super built-up  Area,18-Oct,other,3 BHK,1480.0,3.0,1.0,75.48,3,5100.0
10575,Super built-up  Area,Ready To Move,other,1 BHK,500.0,1.0,1.0,13.0,1,2600.0
10576,Plot  Area,Ready To Move,other,5 Bedroom,2400.0,4.0,1.0,325.0,5,13541.666666666666
10577,Plot  Area,18-May,Kaikondrahalli,4 Bedroom,1200.0,4.0,2.0,125.0,4,10416.666666666666
10578,Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1041.0,2.0,1.0,36.44,2,3500.480307396734
10579,Super built-up  Area,Ready To Move,other,2 BHK,1128.0,2.0,2.0,48.4,2,4290.780141843971
10580,Super built-up  Area,Ready To Move,Hosur Road,3 BHK,1685.0,3.0,1.0,90.0,3,5341.246290801187
10581,Super built-up  Area,Ready To Move,other,2 BHK,1180.0,2.0,2.0,65.0,2,5508.474576271186
10582,Built-up  Area,Ready To Move,other,2 BHK,1200.0,2.0,1.0,60.0,2,5000.0
10583,Super built-up  Area,18-Apr,other,3 BHK,1250.0,3.0,2.0,39.5,3,3160.0
10584,Built-up  Area,Ready To Move,other,2 BHK,1000.0,2.0,1.0,45.0,2,4500.0
10585,Built-up  Area,Ready To Move,Yelahanka New Town,2 Bedroom,600.0,2.0,2.0,80.0,2,13333.333333333334
10586,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,1404.0,2.0,1.0,70.0,2,4985.754985754986
10587,Super built-up  Area,18-Jul,Varthur,2 BHK,1760.0,2.0,1.0,85.0,2,4829.545454545455
10588,Super built-up  Area,Ready To Move,other,2 BHK,975.0,2.0,1.0,55.0,2,5641.025641025641
10589,Built-up  Area,Ready To Move,other,2 BHK,1190.0,2.0,2.0,42.0,2,3529.4117647058824
10590,Built-up  Area,Ready To Move,Kudlu,2 BHK,1110.0,2.0,1.0,46.0,2,4144.144144144144
10591,Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,2415.0,3.0,2.0,399.0,3,16521.739130434784
10592,Super built-up  Area,18-May,Gunjur,2 BHK,1235.0,2.0,2.0,44.5,2,3603.238866396761
10593,Super built-up  Area,Ready To Move,other,2 BHK,1275.0,2.0,3.0,55.0,2,4313.725490196079
10594,Built-up  Area,Ready To Move,other,2 BHK,1115.0,2.0,1.0,115.0,2,10313.90134529148
10595,Super built-up  Area,Ready To Move,Harlur,2 BHK,1197.0,2.0,1.0,76.0,2,6349.206349206349
10596,Super built-up  Area,20-Dec,Begur Road,1 BHK,644.0,1.0,1.0,32.0,1,4968.944099378882
10597,Super built-up  Area,Ready To Move,Bellandur,2 BHK,1251.0,2.0,3.0,47.0,2,3756.994404476419
10598,Super built-up  Area,18-Apr,Neeladri Nagar,2 BHK,1105.0,2.0,2.0,30.0,2,2714.9321266968327
10599,Super built-up  Area,18-Aug,other,2 BHK,1080.0,2.0,2.0,38.0,2,3518.5185185185187
10600,Super built-up  Area,Ready To Move,Kudlu,4 BHK,2100.0,3.0,1.0,114.0,4,5428.571428571428
10601,Plot  Area,Ready To Move,Kammanahalli,4 Bedroom,1600.0,4.0,1.0,200.0,4,12500.0
10602,Super built-up  Area,Ready To Move,NRI Layout,3 BHK,1731.0,3.0,3.0,64.11,3,3703.639514731369
10603,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1206.0,2.0,1.0,55.0,2,4560.530679933665
10604,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,1560.0,3.0,2.0,78.0,3,5000.0
10605,Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,750.0,1.0,2.0,47.0,1,6266.666666666667
10606,Built-up  Area,Ready To Move,Billekahalli,2 BHK,1035.0,2.0,2.0,90.0,2,8695.652173913044
10607,Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,702.0,1.0,0.0,35.8,1,5099.715099715099
10608,Plot  Area,Ready To Move,Attibele,3 Bedroom,1700.0,3.0,1.0,65.0,3,3823.529411764706
10609,Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,1145.0,2.0,2.0,68.5,2,5982.532751091703
10610,Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,1208.0,2.0,2.0,43.5,3,3600.9933774834435
10611,Super built-up  Area,Ready To Move,Brookefield,3 BHK,1589.0,3.0,2.0,74.0,3,4657.016991818754
10612,Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,1426.0,2.0,2.0,61.5,3,4312.762973352033
10613,Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1885.0,3.0,2.0,135.0,3,7161.803713527852
10614,Super built-up  Area,18-Mar,Old Madras Road,2 BHK,935.0,2.0,0.0,37.77,2,4039.5721925133694
10615,Super built-up  Area,18-Apr,Old Madras Road,2 BHK,1171.0,2.0,2.0,73.0,2,6233.98804440649
10616,Super built-up  Area,Ready To Move,Singasandra,2 BHK,1465.0,2.0,3.0,60.0,2,4095.563139931741
10617,Super built-up  Area,Ready To Move,Budigere,3 BHK,1820.0,3.0,2.0,95.0,3,5219.780219780219
10618,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1580.0,2.0,2.0,66.85,3,4231.012658227847
10619,Super built-up  Area,Ready To Move,Whitefield,3 BHK,1452.0,2.0,2.0,46.29,3,3188.01652892562
10620,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1445.0,2.0,1.0,89.56,3,6197.923875432526
10621,Super built-up  Area,Ready To Move,other,2 BHK,1170.0,2.0,1.0,39.0,2,3333.333333333333
10622,Super built-up  Area,Ready To Move,other,2 BHK,1070.0,2.0,1.0,50.0,2,4672.897196261682
10623,Super built-up  Area,18-Mar,Kothanur,2 BHK,1140.0,2.0,2.0,56.0,2,4912.2807017543855
10624,Built-up  Area,Ready To Move,Rachenahalli,3 BHK,2600.0,3.0,2.0,160.0,3,6153.846153846154
10625,Super built-up  Area,Ready To Move,other,3 BHK,1532.0,3.0,2.0,59.75,3,3900.130548302872
10626,Super built-up  Area,Ready To Move,other,2 BHK,1150.0,2.0,1.0,46.0,2,4000.0
10627,Super built-up  Area,Ready To Move,Jakkur,2 BHK,1473.0,2.0,1.0,85.0,2,5770.536320434488
10628,Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350.0,3.0,2.0,80.99,3,5999.259259259258
10629,Super built-up  Area,Ready To Move,Prithvi Layout,4 BHK,4040.0,4.0,0.0,500.0,4,12376.237623762376
10630,Super built-up  Area,18-Jan,CV Raman Nagar,3 BHK,1980.0,4.0,2.0,166.0,3,8383.838383838383
10631,Super built-up  Area,22-Jun,Hoodi,3 BHK,1660.0,3.0,2.0,128.0,3,7710.843373493976
10632,Plot  Area,Ready To Move,Kogilu,7 Bedroom,2456.0,7.0,2.0,85.0,7,3460.912052117264
10633,Super built-up  Area,Ready To Move,Chamrajpet,2 BHK,650.0,2.0,2.0,45.0,2,6923.076923076923
10634,Plot  Area,Ready To Move,Neeladri Nagar,5 Bedroom,4000.0,5.0,2.0,425.0,5,10625.0
10635,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,2475.0,4.0,3.0,340.0,3,13737.373737373737
10636,Super built-up  Area,Ready To Move,other,3 BHK,1495.0,3.0,2.0,90.0,3,6020.066889632107
10637,Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,1080.0,2.0,1.0,48.0,2,4444.444444444444
10638,Super built-up  Area,Ready To Move,Electronic City,3 BHK,1521.0,2.0,2.0,57.5,3,3780.4076265614726
10639,Built-up  Area,Ready To Move,other,2 BHK,1053.0,2.0,0.0,51.0,2,4843.304843304843
10640,Super built-up  Area,18-Mar,Binny Pete,3 BHK,2406.0,5.0,2.0,289.0,3,12011.63757273483
10641,Built-up  Area,Ready To Move,Begur,3 BHK,2400.0,3.0,2.0,12.0,3,500.0
10642,Super built-up  Area,18-Apr,other,3 BHK,1250.0,3.0,2.0,39.0,3,3120.0
10643,Plot  Area,Ready To Move,other,4 Bedroom,1200.0,2.0,1.0,75.0,4,6250.0
10644,Built-up  Area,Ready To Move,Ulsoor,1 Bedroom,840.0,1.0,1.0,150.0,1,17857.14285714286
10645,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,1000.0,2.0,2.0,39.5,2,3950.0
10646,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1630.0,3.0,3.0,68.0,3,4171.779141104295
10647,Super built-up  Area,Ready To Move,Kammasandra,2 BHK,985.0,2.0,1.0,40.5,2,4111.675126903553
10648,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,1200.0,2.0,2.0,70.0,2,5833.333333333333
10649,Built-up  Area,Ready To Move,Ambalipura,3 BHK,1650.0,3.0,3.0,100.0,3,6060.606060606061
10650,Super built-up  Area,Ready To Move,Mico Layout,3 BHK,1670.0,3.0,2.0,59.0,3,3532.934131736527
10651,Plot  Area,16-Jan,Sarjapur  Road,4 Bedroom,1240.0,4.0,0.0,110.0,4,8870.967741935483
10652,Built-up  Area,Ready To Move,other,2 BHK,1000.0,2.0,2.0,60.0,2,6000.0
10653,Super built-up  Area,Ready To Move,other,2 BHK,830.0,2.0,2.0,26.0,2,3132.5301204819275
10654,Plot  Area,18-Jul,Ramagondanahalli,3 Bedroom,1200.0,3.0,1.0,56.1,3,4675.0
10655,Plot  Area,Ready To Move,Sadashiva Nagar,5 Bedroom,9600.0,7.0,2.0,2736.0,5,28500.0
10656,Super built-up  Area,19-Aug,Begur Road,4 BHK,2500.0,6.0,0.0,122.5,4,4900.0
10657,Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,1635.0,3.0,3.0,85.0,3,5198.7767584097855
10658,Built-up  Area,Ready To Move,HSR Layout,2 BHK,1120.0,2.0,1.0,70.0,2,6250.0
10659,Plot  Area,Ready To Move,other,6 Bedroom,2750.0,6.0,3.0,200.0,6,7272.727272727273
10660,Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,1760.0,3.0,2.0,185.0,3,10511.363636363636
10661,Super built-up  Area,Ready To Move,Harlur,3 BHK,2137.0,3.0,2.0,110.0,3,5147.402901263454
10662,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,973.0,2.0,1.0,50.74,2,5214.799588900309
10663,Super built-up  Area,18-Jun,Kundalahalli,3 BHK,1724.0,3.0,1.0,146.0,3,8468.677494199535
10664,Plot  Area,Ready To Move,other,4 Bedroom,1200.0,4.0,3.0,375.0,4,31250.0
10665,Super built-up  Area,Ready To Move,Electronic City,1 BHK,750.0,1.0,1.0,35.0,1,4666.666666666667
10666,Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2.0,1.0,49.0,2,5549.263873159683
10667,Built-up  Area,Ready To Move,other,2 Bedroom,660.0,2.0,0.0,76.0,2,11515.151515151516
10668,Super built-up  Area,Ready To Move,Ramagondanahalli,4 BHK,2787.0,5.0,2.0,220.0,4,7893.792608539648
10669,Built-up  Area,Ready To Move,other,3 BHK,1470.0,2.0,3.0,60.0,3,4081.6326530612246
10670,Super built-up  Area,20-Apr,Electronics City Phase 1,2 BHK,891.0,2.0,1.0,24.95,2,2800.224466891133
10671,Built-up  Area,Ready To Move,other,2 BHK,1275.0,2.0,1.0,76.0,2,5960.78431372549
10672,Super built-up  Area,Ready To Move,Kothanur,3 BHK,1787.0,3.0,2.0,120.0,3,6715.165081141578
10673,Built-up  Area,Ready To Move,8th Phase JP Nagar,5 Bedroom,1730.0,5.0,2.0,75.0,5,4335.260115606937
10674,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1320.0,2.0,2.0,110.0,2,8333.333333333334
10675,Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,1692.0,3.0,3.0,108.0,3,6382.978723404255
10676,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,1400.0,3.0,2.0,69.0,3,4928.571428571428
10677,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1370.0,2.0,2.0,56.0,2,4087.591240875912
10678,Super built-up  Area,18-Feb,other,3 BHK,1602.0,3.0,2.0,56.0,3,3495.6304619225966
10679,Built-up  Area,20-Dec,other,1 BHK,793.0,1.0,1.0,40.0,1,5044.136191677176
10680,Super built-up  Area,Ready To Move,GM Palaya,1 BHK,675.0,1.0,1.0,35.0,1,5185.185185185185
10681,Built-up  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,3250.0,4.0,2.0,136.0,4,4184.615384615385
10682,Super built-up  Area,Ready To Move,Whitefield,2 BHK,1050.0,2.0,3.0,43.0,2,4095.238095238096
10683,Built-up  Area,Ready To Move,Jalahalli East,2 BHK,1035.0,2.0,1.0,42.5,2,4106.280193236715
10684,Super built-up  Area,17-Feb,Sarjapur  Road,3 BHK,1200.0,2.0,2.0,44.0,3,3666.6666666666665
10685,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1800.0,3.0,2.0,128.0,3,7111.111111111111
10686,Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,1625.0,3.0,2.0,70.0,3,4307.692307692308
10687,Super built-up  Area,20-Dec,Electronics City Phase 1,2 BHK,1032.0,2.0,1.0,31.99,2,3099.8062015503874
10688,Super built-up  Area,18-Apr,Whitefield,3 BHK,1496.0,2.0,1.0,71.81,3,4800.133689839572
10689,Super built-up  Area,18-May,other,2 BHK,1100.0,2.0,2.0,38.0,2,3454.5454545454545
10690,Built-up  Area,Ready To Move,Kundalahalli,3 BHK,1500.0,3.0,2.0,50.0,3,3333.333333333333
10691,Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,1125.0,2.0,1.0,32.63,2,2900.444444444445
10692,Super built-up  Area,Ready To Move,other,3 BHK,1555.0,3.0,3.0,73.0,3,4694.5337620578775
10693,Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,1025.0,2.0,1.0,42.0,2,4097.5609756097565
10694,Super built-up  Area,19-Mar,Hennur Road,3 BHK,1482.0,2.0,1.0,83.73,3,5649.797570850203
10695,Super built-up  Area,Ready To Move,other,3 BHK,1630.0,2.0,2.0,130.0,3,7975.460122699386
10696,Super built-up  Area,Ready To Move,Arekere,2 BHK,900.0,2.0,1.0,44.5,2,4944.444444444444
10697,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1355.0,2.0,3.0,75.0,3,5535.055350553505
10698,Plot  Area,18-May,1st Block Koramangala,4 Bedroom,2360.0,4.0,2.0,601.0,4,25466.10169491525
10699,Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,1200.0,2.0,2.0,45.0,2,3750.0
10700,Super built-up  Area,Ready To Move,other,3 BHK,1563.0,3.0,2.0,63.0,3,4030.7101727447216
10701,Plot  Area,Ready To Move,other,4 Bedroom,1344.0,4.0,1.0,84.0,4,6250.0
10702,Super built-up  Area,Ready To Move,other,3 BHK,3000.0,3.0,2.0,400.0,3,13333.333333333334
10703,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,812.0,2.0,1.0,42.0,2,5172.413793103448
10704,Built-up  Area,18-Apr,Basaveshwara Nagar,2 BHK,1200.0,2.0,1.0,70.0,2,5833.333333333333
10705,Super built-up  Area,Ready To Move,Yelahanka,4 BHK,3175.0,4.0,1.0,156.0,4,4913.385826771653
10706,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1360.0,2.0,1.0,101.0,2,7426.470588235294
10707,Built-up  Area,Ready To Move,Rachenahalli,3 BHK,1756.0,3.0,2.0,110.0,3,6264.236902050114
10708,Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,1296.0,2.0,2.0,51.83,3,3999.228395061728
10709,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,1300.0,2.0,1.0,75.0,2,5769.2307692307695
10710,Super built-up  Area,Ready To Move,Anandapura,2 BHK,1141.0,2.0,1.0,50.0,2,4382.120946538124
10711,Built-up  Area,Ready To Move,Electronic City,2 BHK,1210.0,2.0,1.0,55.0,2,4545.454545454545
10712,Super built-up  Area,Ready To Move,Hormavu,2 BHK,1310.0,2.0,2.0,67.0,2,5114.503816793893
10713,Super built-up  Area,18-Aug,Magadi Road,3 BHK,1187.0,2.0,0.0,55.195,3,4649.957877000842
10714,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,1745.0,3.0,2.0,140.0,3,8022.922636103151
10715,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1050.0,2.0,2.0,37.0,2,3523.809523809524
10716,Plot  Area,Ready To Move,Banashankari,4 Bedroom,2400.0,4.0,3.0,500.0,4,20833.33333333333
10717,Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,1140.0,2.0,1.0,34.0,2,2982.4561403508774
10718,Super built-up  Area,Ready To Move,Varthur,2 BHK,1210.0,2.0,2.0,54.0,2,4462.809917355372
10719,Super built-up  Area,18-May,Kasavanhalli,3 BHK,2035.0,3.0,2.0,142.0,3,6977.886977886978
10720,Super built-up  Area,Ready To Move,Sarjapur,1 BHK,633.0,1.0,1.0,17.09,1,2699.8420221169035
10721,Built-up  Area,Ready To Move,Amruthahalli,1 BHK,485.0,1.0,1.0,19.5,1,4020.618556701031
10722,Plot  Area,Ready To Move,other,2 Bedroom,1200.0,2.0,0.0,82.0,2,6833.333333333333
10723,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,2275.0,4.0,2.0,187.0,3,8219.78021978022
10724,Super built-up  Area,Ready To Move,other,3 BHK,1419.0,3.0,2.0,85.0,3,5990.133897110642
10725,Super built-up  Area,18-Apr,other,2 BHK,1195.0,2.0,,42.4,2,3548.1171548117154
10726,Built-up  Area,Ready To Move,other,3 Bedroom,2020.0,3.0,3.0,270.0,3,13366.336633663366
10727,Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,1047.0,2.0,2.0,91.0,2,8691.499522445081
10728,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,1884.0,4.0,2.0,117.0,3,6210.191082802548
10729,Plot  Area,Ready To Move,Malleshpalya,3 Bedroom,1200.0,3.0,2.0,149.0,3,12416.666666666666
10730,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,905.0,2.0,1.0,58.0,2,6408.839779005525
10731,Super built-up  Area,Ready To Move,JP Nagar,3 BHK,1500.0,2.0,1.0,108.0,3,7200.0
10732,Built-up  Area,Ready To Move,other,1 BHK,850.0,1.0,0.0,50.0,1,5882.35294117647
10733,Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,1125.0,2.0,1.0,32.49,2,2888.0
10734,Built-up  Area,Ready To Move,Tindlu,2 BHK,1165.0,2.0,2.0,59.8,2,5133.0472103004295
10735,Built-up  Area,Ready To Move,other,2 BHK,933.0,2.0,0.0,55.0,2,5894.962486602358
10736,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1305.0,2.0,1.0,77.0,3,5900.383141762452
10737,Super built-up  Area,Ready To Move,Billekahalli,2 BHK,1125.0,2.0,1.0,65.0,2,5777.777777777777
10738,Super built-up  Area,Ready To Move,other,2 BHK,865.0,2.0,2.0,33.0,2,3815.028901734104
10739,Super built-up  Area,Ready To Move,Jigani,3 BHK,1245.0,3.0,3.0,66.0,3,5301.204819277108
10740,Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,8840.0,2.0,3.0,300.0,2,3393.665158371041
10741,Super built-up  Area,Ready To Move,other,3 BHK,1145.0,2.0,2.0,60.0,3,5240.174672489083
10742,Built-up  Area,Ready To Move,AECS Layout,3 BHK,2000.0,3.0,1.0,90.0,3,4500.0
10743,Super built-up  Area,19-Mar,Hosa Road,1 BHK,625.0,1.0,1.0,43.68,1,6988.8
10744,Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,1724.0,3.0,2.0,128.0,3,7424.593967517401
10745,Plot  Area,Ready To Move,other,1 Bedroom,400.0,1.0,1.0,75.0,1,18750.0
10746,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,1270.0,2.0,1.0,54.0,3,4251.968503937008
10747,Super built-up  Area,18-Apr,other,3 BHK,1250.0,3.0,2.0,39.5,3,3160.0
10748,Super built-up  Area,20-Dec,Jakkur,3 BHK,1485.0,3.0,2.0,72.0,3,4848.484848484848
10749,Super built-up  Area,Ready To Move,other,2 BHK,823.0,2.0,1.0,80.0,2,9720.534629404618
10750,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,990.0,2.0,2.0,50.0,2,5050.50505050505
10751,Super built-up  Area,18-Mar,Kothanur,2 BHK,1185.0,2.0,2.0,59.0,2,4978.9029535864975
10752,Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,1140.0,2.0,1.0,78.0,2,6842.105263157895
10753,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,1756.0,3.0,2.0,125.0,3,7118.451025056947
10754,Built-up  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,2600.0,4.0,2.0,300.0,4,11538.46153846154
10755,Built-up  Area,Ready To Move,other,2 BHK,1025.0,2.0,1.0,48.0,2,4682.926829268293
10756,Built-up  Area,18-Jun,Whitefield,2 BHK,1216.0,2.0,1.0,72.0,2,5921.052631578948
10757,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1026.0,2.0,2.0,60.8,2,5925.925925925926
10758,Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,3335.0,4.0,3.0,300.0,4,8995.502248875562
10759,Built-up  Area,Ready To Move,Kodichikkanahalli,5 Bedroom,2700.0,4.0,2.0,125.0,5,4629.62962962963
10760,Super built-up  Area,18-Apr,Begur,3 BHK,1411.0,2.0,2.0,60.0,3,4252.303330970943
10761,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1320.0,2.0,1.0,39.6,3,3000.0
10762,Built-up  Area,Ready To Move,Bannerghatta,2 BHK,1320.0,2.0,0.0,50.0,2,3787.878787878788
10763,Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,1804.0,3.0,2.0,155.0,3,8592.017738359202
10764,Plot  Area,18-Apr,Banjara Layout,4 Bedroom,1200.0,4.0,1.0,105.0,4,8750.0
10765,Super built-up  Area,Ready To Move,Hebbal,4 BHK,2375.0,4.0,2.0,189.0,4,7957.894736842105
10766,Plot  Area,Ready To Move,other,3 Bedroom,1750.0,3.0,2.0,120.0,3,6857.142857142857
10767,Super built-up  Area,Ready To Move,TC Palaya,2 BHK,1152.0,2.0,2.0,55.0,2,4774.305555555556
10768,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,965.0,2.0,1.0,54.0,2,5595.854922279793
10769,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,1684.0,3.0,1.0,120.0,3,7125.890736342043
10770,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,1672.0,3.0,2.0,86.0,3,5143.540669856459
10771,Super built-up  Area,Ready To Move,Panathur,2 BHK,1075.0,2.0,2.0,60.0,2,5581.395348837209
10772,Plot  Area,Ready To Move,Sarjapur,3 Bedroom,1500.0,5.0,2.0,95.0,3,6333.333333333333
10773,Super built-up  Area,18-Dec,Hebbal,2 BHK,1420.0,2.0,1.0,99.26,2,6990.140845070423
10774,Super built-up  Area,Ready To Move,other,2 BHK,750.0,2.0,0.0,40.0,2,5333.333333333333
10775,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,1169.0,2.0,2.0,64.08,2,5481.608212147135
10776,Super built-up  Area,18-Jul,Devanahalli,3 BHK,1290.0,2.0,1.0,62.0,3,4806.201550387597
10777,Super built-up  Area,Ready To Move,Kengeri,2 BHK,1160.0,2.0,2.0,40.6,2,3500.0
10778,Built-up  Area,Ready To Move,Shampura,7 Bedroom,2800.0,5.0,3.0,95.0,7,3392.8571428571427
10779,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,1500.0,3.0,2.0,70.0,3,4666.666666666667
10780,Super built-up  Area,Ready To Move,Domlur,3 BHK,1850.0,3.0,1.0,180.0,3,9729.72972972973
10781,Super built-up  Area,18-Jan,other,3 BHK,1300.0,3.0,2.0,46.0,3,3538.4615384615386
10782,Super built-up  Area,18-May,Electronic City Phase II,3 BHK,1310.0,2.0,1.0,37.84,3,2888.549618320611
10783,Built-up  Area,Ready To Move,other,3 BHK,2750.0,5.0,2.0,550.0,3,20000.0
10784,Super built-up  Area,Ready To Move,other,3 BHK,2150.0,3.0,0.0,170.0,3,7906.976744186047
10785,Built-up  Area,Ready To Move,5th Block Hbr Layout,6 BHK,5100.0,5.0,3.0,300.0,6,5882.35294117647
10786,Plot  Area,Ready To Move,Kadugodi,3 Bedroom,1875.0,2.0,1.0,110.0,3,5866.666666666667
10787,Super built-up  Area,Ready To Move,Hulimavu,3 BHK,1260.0,2.0,1.0,82.0,3,6507.936507936508
10788,Built-up  Area,Ready To Move,Kengeri,5 Bedroom,2500.0,4.0,3.0,100.0,5,4000.0
10789,Super built-up  Area,19-Jun,Begur Road,2 BHK,1241.0,2.0,1.0,64.0,2,5157.13134568896
10790,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,1025.0,2.0,2.0,45.5,2,4439.024390243902
10791,Plot  Area,Ready To Move,other,2 Bedroom,1500.0,1.0,0.0,218.0,2,14533.333333333334
10792,Built-up  Area,17-Jun,Electronic City,2 BHK,1070.0,2.0,1.0,60.0,2,5607.476635514019
10793,Super built-up  Area,Ready To Move,Begur,2 BHK,815.0,2.0,1.0,40.0,2,4907.9754601227
10794,Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,2000.0,3.0,3.0,105.0,3,5250.0
10795,Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,1400.0,2.0,1.0,190.0,2,13571.42857142857
10796,Plot  Area,Ready To Move,Varthur,4 Bedroom,1740.0,4.0,3.0,175.0,4,10057.471264367816
10797,Super built-up  Area,Ready To Move,ITPL,4 BHK,5667.5,5.0,0.0,300.0,4,5293.33921482135
10798,Built-up  Area,18-Apr,Sarjapur  Road,2 BHK,1216.0,2.0,2.0,70.0,2,5756.578947368421
10799,Super built-up  Area,Ready To Move,other,3 BHK,2200.0,2.0,1.0,190.0,3,8636.363636363636
10800,Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,3500.0,5.0,2.0,450.0,4,12857.142857142857
10801,Plot  Area,Ready To Move,Vidyaranyapura,7 Bedroom,3150.0,7.0,3.0,375.0,7,11904.761904761905
10802,Plot  Area,Ready To Move,Kanakpura Road,2 Bedroom,1200.0,2.0,0.0,62.0,2,5166.666666666667
10803,Super built-up  Area,Ready To Move,Marathahalli,2 BHK,1026.0,2.0,1.0,50.18,2,4890.83820662768
10804,Built-up  Area,Ready To Move,Hulimavu,1 BHK,450.0,1.0,1.0,20.0,1,4444.444444444444
10805,Super built-up  Area,Ready To Move,KR Puram,2 BHK,1205.0,2.0,1.0,45.79,2,3800.0
